"Class","Age","Sex","Survived"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","Yes"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Male","No"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","Yes"
"1st","Adult","Female","No"
"1st","Adult","Female","No"
"1st","Adult","Female","No"
"1st","Adult","Female","No"
"1st","Child","Male","Yes"
"1st","Child","Male","Yes"
"1st","Child","Male","Yes"
"1st","Child","Male","Yes"
"1st","Child","Male","Yes"
"1st","Child","Female","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","Yes"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Male","No"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","Yes"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Adult","Female","No"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Male","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"2nd","Child","Female","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","Yes"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
