"class","age","sex","survived"
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","adult","female",FALSE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",TRUE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","male",FALSE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",TRUE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"third","child","female",FALSE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
"crew","adult","male",TRUE
